experiment,ID,anonID,importId,goal_type,first_move_serves_goal,stepwise_salience,euclidean_salience,random_stepwise_salience,random_euclidean_salience
E2,,ipkFaciv1H,80393.0,clear,1.0,1,1.0,6.912,5.478827092567484
E2,,ipkFaciv1H,80393.0,cover,1.0,11,10.04987562112089,8.406,7.975186215679818
E2,,ipkFaciv1H,80393.0,cover,1.0,1,1.0,8.519,8.096645081801917
E2,,ipkFaciv1H,80393.0,fill,1.0,3,2.23606797749979,6.882,5.419947838312241
E2,,ipkFaciv1H,80393.0,fill,1.0,4,3.1622776601683795,6.977,5.527363351205324
E2,,ipkFaciv1H,80393.0,move,1.0,4,4.0,6.82,5.3915369085668265
E2,,ipkFaciv1H,80393.0,move,1.0,9,9.0,6.967,5.498178478202123
E2,,ipkFaciv1H,80393.0,uncover,1.0,0,0.0,8.321,7.879338886065648
E2,,ipkFaciv1H,80393.0,uncover,1.0,1,1.0,8.645,8.20716778551764
E2,,4w6Q41zkEn,31601.0,clear,1.0,4,3.1622776601683795,6.612,5.1670973734614
E2,,4w6Q41zkEn,31601.0,clear,1.0,7,5.385164807134504,6.593,5.163091348841694
E2,,4w6Q41zkEn,31601.0,cover,1.0,0,0.0,7.496,7.169438812660019
E2,,4w6Q41zkEn,31601.0,cover,1.0,7,6.082762530298219,7.875,7.55409356163298
E2,,4w6Q41zkEn,31601.0,fill,1.0,3,2.23606797749979,6.581,5.148687547711912
E2,,4w6Q41zkEn,31601.0,fill,1.0,6,5.0990195135927845,6.529,5.098914003095405
E2,,4w6Q41zkEn,31601.0,move,1.0,4,3.1622776601683795,6.589,5.156320352313338
E2,,4w6Q41zkEn,31601.0,move,-1.0,5,3.605551275463989,6.562,5.128882776192197
E2,,4w6Q41zkEn,31601.0,uncover,1.0,4,3.1622776601683795,7.47,7.147758882148606
E2,,4w6Q41zkEn,31601.0,uncover,1.0,1,1.0,7.736,7.395674989692235
E2,,2LrXSxmseF,75842.0,clear,1.0,10,8.246211251235321,6.863,5.368659080934683
E2,,2LrXSxmseF,75842.0,clear,1.0,9,6.708203932499369,6.807,5.3231276880518195
E2,,2LrXSxmseF,75842.0,cover,1.0,2,2.0,8.088,7.5596141568043365
E2,,2LrXSxmseF,75842.0,cover,1.0,5,4.123105625617661,8.514,7.955972096571894
E2,,2LrXSxmseF,75842.0,fill,1.0,5,4.123105625617661,7.014,5.459789101236253
E2,,2LrXSxmseF,75842.0,fill,1.0,3,2.23606797749979,6.975,5.429773437594526
E2,,2LrXSxmseF,75842.0,move,1.0,4,3.1622776601683795,6.858,5.360733698348411
E2,,2LrXSxmseF,75842.0,move,1.0,12,11.045361017187261,6.875,5.386176073568629
E2,,2LrXSxmseF,75842.0,uncover,1.0,15,14.035668847618199,8.116,7.56600588686579
E2,,2LrXSxmseF,75842.0,uncover,1.0,1,1.0,8.625,8.038370961522054
E2,,2LrXSxmseF,94317.0,clear,1.0,2,1.4142135623730951,6.303,4.932187250623674
E2,,2LrXSxmseF,94317.0,clear,1.0,6,4.47213595499958,6.347,4.946279862525267
E2,,2LrXSxmseF,94317.0,cover,1.0,1,1.0,7.158,6.886082756860205
E2,,2LrXSxmseF,94317.0,cover,1.0,2,1.4142135623730951,6.601,6.318542301290359
E2,,2LrXSxmseF,94317.0,fill,1.0,3,2.23606797749979,6.285,4.902637809096893
E2,,2LrXSxmseF,94317.0,fill,1.0,2,2.0,6.119,4.7737005161419495
E2,,2LrXSxmseF,94317.0,move,1.0,7,6.082762530298219,6.257,4.879611967834461
E2,,2LrXSxmseF,94317.0,move,1.0,7,6.082762530298219,6.133,4.781444370286686
E2,,2LrXSxmseF,94317.0,uncover,1.0,2,1.4142135623730951,6.997,6.701781748937517
E2,,2LrXSxmseF,94317.0,uncover,1.0,1,1.0,6.702,6.407332631404653
E2,,3E2jPLucLN,78276.0,clear,1.0,1,1.0,6.188,4.864186119535472
E2,,3E2jPLucLN,78276.0,clear,1.0,2,1.4142135623730951,6.076,4.771944524863357
E2,,3E2jPLucLN,78276.0,cover,1.0,2,1.4142135623730951,7.972,7.5983861143981555
E2,,3E2jPLucLN,78276.0,cover,0.0,1,1.0,8.117,7.734524820446881
E2,,3E2jPLucLN,78276.0,fill,1.0,3,2.23606797749979,6.189,4.857639077316152
E2,,3E2jPLucLN,78276.0,fill,1.0,4,3.1622776601683795,6.374,5.004596053736452
E2,,3E2jPLucLN,78276.0,move,1.0,3,3.0,6.255,4.919813743512159
E2,,3E2jPLucLN,78276.0,move,1.0,5,3.605551275463989,6.188,4.88541429906704
E2,,3E2jPLucLN,78276.0,uncover,1.0,3,3.0,8.245,7.840281243189245
E2,,3E2jPLucLN,78276.0,uncover,1.0,1,1.0,7.901,7.514858309532025
E2,,NjiTSbkCe1,98763.0,clear,1.0,2,1.4142135623730951,6.717,5.2565057598649005
E2,,NjiTSbkCe1,98763.0,clear,1.0,6,4.47213595499958,6.761,5.306324121934453
E2,,NjiTSbkCe1,98763.0,cover,1.0,2,1.4142135623730951,8.356,7.969680939680151
E2,,NjiTSbkCe1,98763.0,cover,1.0,3,2.23606797749979,8.064,7.67248882518645
E2,,NjiTSbkCe1,98763.0,fill,1.0,5,4.123105625617661,6.774,5.300511603588846
E2,,NjiTSbkCe1,98763.0,fill,1.0,5,4.123105625617661,6.781,5.323620420734532
E2,,NjiTSbkCe1,98763.0,move,1.0,9,8.06225774829855,6.743,5.290156920178908
E2,,NjiTSbkCe1,98763.0,move,1.0,11,10.04987562112089,6.865,5.382701632855173
E2,,NjiTSbkCe1,98763.0,uncover,1.0,2,1.4142135623730951,8.291,7.904019654521644
E2,,NjiTSbkCe1,98763.0,uncover,1.0,2,1.4142135623730951,8.531,8.149509109755485
E2,,FTVDsBiHKR,73406.0,clear,1.0,6,4.47213595499958,6.832,5.43882403801668
E2,,FTVDsBiHKR,73406.0,clear,1.0,1,1.0,6.851,5.467156476567494
E2,,FTVDsBiHKR,73406.0,cover,-1.0,1,1.0,8.579,8.094843724373032
E2,,FTVDsBiHKR,73406.0,cover,1.0,3,2.23606797749979,8.709,8.210406976800503
E2,,FTVDsBiHKR,73406.0,fill,1.0,3,3.0,6.949,5.525587913727186
E2,,FTVDsBiHKR,73406.0,fill,1.0,3,2.23606797749979,6.862,5.465767218414103
E2,,FTVDsBiHKR,73406.0,move,0.0,6,4.47213595499958,6.909,5.489248461849164
E2,,FTVDsBiHKR,73406.0,move,1.0,3,2.23606797749979,6.862,5.476720788529368
E2,,FTVDsBiHKR,73406.0,uncover,1.0,1,1.0,8.626,8.138971335032798
E2,,FTVDsBiHKR,73406.0,uncover,1.0,1,1.0,8.21,7.728555351638697
E2,,FTVDsBiHKR,79869.0,clear,1.0,0,0.0,6.875,5.3145465730287995
E2,,FTVDsBiHKR,79869.0,clear,1.0,1,1.0,6.913,5.355940911359488
E2,,FTVDsBiHKR,79869.0,cover,1.0,6,6.0,8.424,8.026267166222306
E2,,FTVDsBiHKR,79869.0,cover,1.0,0,0.0,8.619,8.184717693651498
E2,,FTVDsBiHKR,79869.0,fill,1.0,3,2.23606797749979,6.882,5.3199816952640875
E2,,FTVDsBiHKR,79869.0,fill,1.0,3,3.0,6.733,5.196076464109165
E2,,FTVDsBiHKR,79869.0,move,1.0,4,3.1622776601683795,6.778,5.236607548050185
E2,,FTVDsBiHKR,79869.0,move,1.0,2,2.0,6.867,5.302814225939577
E2,,FTVDsBiHKR,79869.0,uncover,1.0,2,2.0,8.521,8.112925320165957
E2,,FTVDsBiHKR,79869.0,uncover,1.0,0,0.0,8.732,8.285205674067507
E2,,pDX9GRV69G,89675.0,clear,1.0,1,1.0,6.507,5.085669486600055
E2,,pDX9GRV69G,89675.0,clear,1.0,2,1.4142135623730951,6.303,4.896832638166759
E2,,pDX9GRV69G,89675.0,cover,1.0,4,4.0,7.335,6.951429572836867
E2,,pDX9GRV69G,89675.0,cover,1.0,1,1.0,7.563,7.178619106909138
E2,,pDX9GRV69G,89675.0,fill,1.0,2,2.0,6.527,5.112067568530368
E2,,pDX9GRV69G,89675.0,fill,1.0,2,2.0,6.514,5.115161972715127
E2,,pDX9GRV69G,89675.0,move,1.0,2,2.0,6.518,5.0880340387259535
E2,,pDX9GRV69G,89675.0,move,1.0,4,3.1622776601683795,6.555,5.107050340064147
E2,,pDX9GRV69G,89675.0,uncover,1.0,1,1.0,7.718,7.3364842776098875
E2,,pDX9GRV69G,89675.0,uncover,1.0,1,1.0,7.552,7.18096418173438
E2,,Ht35DeqLb3,26365.0,clear,1.0,1,1.0,6.848,5.343701570851643
E2,,Ht35DeqLb3,26365.0,clear,1.0,6,5.0990195135927845,6.847,5.36040327877725
E2,,Ht35DeqLb3,26365.0,cover,0.0,2,2.0,8.224,7.787174710421636
E2,,Ht35DeqLb3,26365.0,cover,1.0,6,6.0,8.079,7.633035528014608
E2,,Ht35DeqLb3,26365.0,fill,1.0,2,2.0,6.907,5.398888595642761
E2,,Ht35DeqLb3,26365.0,fill,1.0,3,2.23606797749979,6.747,5.300759139652485
E2,,Ht35DeqLb3,26365.0,move,1.0,3,3.0,6.804,5.325083604101325
E2,,Ht35DeqLb3,26365.0,move,1.0,8,8.0,6.803,5.318602138591096
E2,,Ht35DeqLb3,26365.0,uncover,1.0,6,6.0,8.034,7.5937805453523
E2,,Ht35DeqLb3,26365.0,uncover,1.0,5,5.0,8.174,7.755520777351127
E2,,yEV34WCskD,42292.0,clear,1.0,1,1.0,7.078,5.442651167544862
E2,,yEV34WCskD,42292.0,clear,1.0,2,1.4142135623730951,7.085,5.456031126661788
E2,,yEV34WCskD,42292.0,cover,0.0,7,6.082762530298219,8.217,7.744956355483645
E2,,yEV34WCskD,42292.0,cover,1.0,9,9.0,8.146,7.690198855899521
E2,,yEV34WCskD,42292.0,fill,1.0,3,2.23606797749979,7.07,5.435365675928963
E2,,yEV34WCskD,42292.0,fill,1.0,6,5.0990195135927845,6.939,5.332863996062055
E2,,yEV34WCskD,42292.0,move,1.0,3,2.23606797749979,7.117,5.495228063235211
E2,,yEV34WCskD,42292.0,move,1.0,4,2.8284271247461903,6.919,5.325918464857288
E2,,yEV34WCskD,42292.0,uncover,1.0,2,2.0,8.354,7.906984116951247
E2,,yEV34WCskD,42292.0,uncover,1.0,7,6.082762530298219,8.347,7.897864302594706
E2,,vurI0mTgLm,64140.0,clear,1.0,1,1.0,6.926,5.430086289692031
E2,,vurI0mTgLm,64140.0,clear,-1.0,2,2.0,6.792,5.305165276923969
E2,,vurI0mTgLm,64140.0,cover,1.0,2,1.4142135623730951,8.242,7.795471425182282
E2,,vurI0mTgLm,64140.0,cover,1.0,1,1.0,8.263,7.776022001211016
E2,,vurI0mTgLm,64140.0,fill,1.0,3,2.23606797749979,6.973,5.464236132552243
E2,,vurI0mTgLm,64140.0,fill,1.0,5,4.123105625617661,6.933,5.414270166773833
E2,,vurI0mTgLm,64140.0,move,0.0,3,2.23606797749979,6.787,5.301539955174944
E2,,vurI0mTgLm,64140.0,move,1.0,10,7.615773105863909,6.903,5.391565008565169
E2,,vurI0mTgLm,64140.0,uncover,1.0,3,3.0,8.017,7.5552241944198775
E2,,vurI0mTgLm,64140.0,uncover,1.0,5,5.0,8.382,7.929543923502513
E2,,Yhf3jbnUxH,27371.0,clear,1.0,10,7.615773105863909,6.34,4.8921730900087566
E2,,Yhf3jbnUxH,27371.0,clear,1.0,2,1.4142135623730951,6.43,4.986495907663098
E2,,Yhf3jbnUxH,27371.0,cover,1.0,1,1.0,8.661,8.021266689381578
E2,,Yhf3jbnUxH,27371.0,cover,1.0,4,3.1622776601683795,8.348,7.734165025469643
E2,,Yhf3jbnUxH,27371.0,fill,1.0,7,7.0,6.502,5.0181427686554105
E2,,Yhf3jbnUxH,27371.0,fill,1.0,10,10.0,6.458,4.995566960351291
E2,,Yhf3jbnUxH,27371.0,move,1.0,2,1.4142135623730951,6.432,4.982187113320373
E2,,Yhf3jbnUxH,27371.0,move,1.0,16,16.0,6.405,4.941772274947462
E2,,Yhf3jbnUxH,27371.0,uncover,1.0,4,3.1622776601683795,8.483,7.829491723405643
E2,,Yhf3jbnUxH,27371.0,uncover,1.0,1,1.0,8.296,7.651377189734312
E2,,u5EC3AgtEn,35291.0,clear,1.0,5,4.123105625617661,6.814,5.478743346085866
E2,,u5EC3AgtEn,35291.0,clear,1.0,1,1.0,6.949,5.5714391584583876
E2,,u5EC3AgtEn,35291.0,cover,1.0,2,1.4142135623730951,7.888,7.306691791325247
E2,,u5EC3AgtEn,35291.0,cover,1.0,1,1.0,8.145,7.569902344913356
E2,,u5EC3AgtEn,35291.0,fill,1.0,3,2.23606797749979,6.867,5.5084275002486445
E2,,u5EC3AgtEn,35291.0,fill,1.0,4,4.0,6.964,5.578945618293216
E2,,u5EC3AgtEn,35291.0,move,1.0,9,8.06225774829855,6.848,5.485460825051549
E2,,u5EC3AgtEn,35291.0,move,1.0,7,6.082762530298219,6.88,5.507000666882652
E2,,u5EC3AgtEn,35291.0,uncover,0.0,1,1.0,8.13,7.55790415638004
E2,,u5EC3AgtEn,35291.0,uncover,1.0,3,2.23606797749979,8.435,7.851395194842899
E2,,He7aKKNcTW,66473.0,clear,1.0,0,0.0,6.943,5.41557594241104
E2,,He7aKKNcTW,66473.0,clear,1.0,5,4.123105625617661,6.957,5.420897062111903
E2,,He7aKKNcTW,66473.0,cover,1.0,0,0.0,8.319,7.846328552485547
E2,,He7aKKNcTW,66473.0,cover,1.0,3,2.23606797749979,7.992,7.529186021865989
E2,,He7aKKNcTW,66473.0,fill,1.0,3,2.23606797749979,6.763,5.270060312670854
E2,,He7aKKNcTW,66473.0,fill,1.0,3,2.23606797749979,6.903,5.3669976242536706
E2,,He7aKKNcTW,66473.0,move,1.0,3,2.23606797749979,6.871,5.3516851770597045
E2,,He7aKKNcTW,66473.0,move,1.0,11,8.54400374531753,6.963,5.41537970151964
E2,,He7aKKNcTW,66473.0,uncover,1.0,0,0.0,8.204,7.7498424264008685
E2,,He7aKKNcTW,66473.0,uncover,1.0,6,6.0,8.245,7.791421205069047
E2,,qvAxESlfHo,28567.0,clear,1.0,5,4.123105625617661,6.68,5.324028982033791
E2,,qvAxESlfHo,28567.0,clear,1.0,2,1.4142135623730951,6.693,5.329595835401547
E2,,qvAxESlfHo,28567.0,cover,-1.0,2,1.4142135623730951,8.354,7.936234651363123
E2,,qvAxESlfHo,28567.0,cover,1.0,2,1.4142135623730951,8.163,7.745451395600952
E2,,qvAxESlfHo,28567.0,fill,1.0,4,4.0,6.63,5.265563126293122
E2,,qvAxESlfHo,28567.0,fill,1.0,5,4.123105625617661,6.713,5.350405829596472
E2,,qvAxESlfHo,28567.0,move,1.0,5,4.123105625617661,6.636,5.288520739287073
E2,,qvAxESlfHo,28567.0,move,1.0,7,7.0,6.866,5.457368734719018
E2,,qvAxESlfHo,28567.0,uncover,1.0,0,0.0,8.091,7.66174581587466
E2,,qvAxESlfHo,28567.0,uncover,1.0,13,13.0,8.688,8.254558729978703
E2,,JKdp24vjFF,91733.0,clear,1.0,1,1.0,6.837,5.424755214449286
E2,,JKdp24vjFF,91733.0,clear,1.0,6,5.0990195135927845,6.796,5.37789548103814
E2,,JKdp24vjFF,91733.0,cover,1.0,6,6.0,7.988,7.5208636225756
E2,,JKdp24vjFF,91733.0,cover,1.0,9,8.06225774829855,8.249,7.777310422196755
E2,,JKdp24vjFF,91733.0,fill,1.0,10,10.0,6.75,5.349028060928984
E2,,JKdp24vjFF,91733.0,fill,1.0,4,3.1622776601683795,6.755,5.338863333791831
E2,,JKdp24vjFF,91733.0,move,1.0,5,4.123105625617661,6.767,5.381605029425893
E2,,JKdp24vjFF,91733.0,move,1.0,3,3.0,6.954,5.5218306877453145
E2,,JKdp24vjFF,91733.0,uncover,1.0,1,1.0,8.443,7.974937500683565
E2,,JKdp24vjFF,91733.0,uncover,1.0,6,6.0,8.286,7.811792756166329
E2,,vqslVBLzgf,93884.0,clear,1.0,3,3.0,6.086,4.789830604315819
E2,,vqslVBLzgf,93884.0,clear,1.0,1,1.0,6.21,4.888267900255379
E2,,vqslVBLzgf,93884.0,cover,1.0,3,2.23606797749979,7.154,6.77770969758332
E2,,vqslVBLzgf,93884.0,cover,1.0,1,1.0,7.258,6.848051074141363
E2,,vqslVBLzgf,93884.0,fill,1.0,3,2.23606797749979,6.253,4.924788621697631
E2,,vqslVBLzgf,93884.0,fill,1.0,6,5.0990195135927845,6.283,4.933254958500116
E2,,vqslVBLzgf,93884.0,move,1.0,4,3.1622776601683795,6.187,4.880096149866038
E2,,vqslVBLzgf,93884.0,move,1.0,5,4.123105625617661,6.323,4.955633699640242
E2,,vqslVBLzgf,93884.0,uncover,1.0,1,1.0,7.371,6.9725942187090215
E2,,vqslVBLzgf,93884.0,uncover,1.0,5,4.123105625617661,7.303,6.9078563113909395
E2,,JJn2qWcc8d,19487.0,clear,-1.0,3,2.23606797749979,6.892,5.383711474311122
E2,,JJn2qWcc8d,19487.0,clear,-1.0,3,3.0,6.849,5.35926103668229
E2,,JJn2qWcc8d,19487.0,cover,0.0,5,5.0,8.367,7.897518540972642
E2,,JJn2qWcc8d,19487.0,cover,1.0,0,0.0,8.204,7.763931311579548
E2,,JJn2qWcc8d,19487.0,fill,1.0,2,2.0,6.891,5.388539923925707
E2,,JJn2qWcc8d,19487.0,fill,1.0,5,4.123105625617661,7.057,5.518502192358412
E2,,JJn2qWcc8d,19487.0,move,1.0,9,7.280109889280518,6.953,5.432042664910258
E2,,JJn2qWcc8d,19487.0,move,1.0,2,2.0,6.884,5.370473604650745
E2,,JJn2qWcc8d,19487.0,uncover,0.0,2,1.4142135623730951,8.426,7.961338097982309
E2,,JJn2qWcc8d,19487.0,uncover,1.0,2,1.4142135623730951,7.983,7.540743043312753
E2,,9OF2CEivQU,51325.0,clear,1.0,6,4.242640687119285,6.875,5.445547370645978
E2,,9OF2CEivQU,51325.0,clear,1.0,1,1.0,6.736,5.330064458236319
E2,,9OF2CEivQU,51325.0,cover,1.0,1,1.0,8.498,8.022412714020948
E2,,9OF2CEivQU,51325.0,cover,1.0,1,1.0,8.216,7.733370432500564
E2,,9OF2CEivQU,51325.0,fill,1.0,5,4.123105625617661,6.839,5.430264530599236
E2,,9OF2CEivQU,51325.0,fill,1.0,3,2.23606797749979,6.727,5.301970215126691
E2,,9OF2CEivQU,51325.0,move,1.0,3,2.23606797749979,6.648,5.272341089104571
E2,,9OF2CEivQU,51325.0,move,1.0,10,8.246211251235321,6.786,5.364247441452942
E2,,9OF2CEivQU,51325.0,uncover,1.0,1,1.0,8.366,7.890637291731091
E2,,9OF2CEivQU,51325.0,uncover,1.0,6,5.0990195135927845,8.466,7.952100921200256
E2,,GDA1pEZULB,36524.0,clear,1.0,3,2.23606797749979,6.877,5.341597633959549
E2,,GDA1pEZULB,36524.0,clear,1.0,6,5.0990195135927845,6.714,5.1991998161668755
E2,,GDA1pEZULB,36524.0,cover,1.0,6,6.0,8.149,7.6761048028718
E2,,GDA1pEZULB,36524.0,cover,1.0,1,1.0,8.065,7.557356035968514
E2,,GDA1pEZULB,36524.0,fill,1.0,3,2.23606797749979,6.794,5.26359557623469
E2,,GDA1pEZULB,36524.0,fill,1.0,5,4.123105625617661,7.021,5.44806815129341
E2,,GDA1pEZULB,36524.0,move,0.0,2,1.4142135623730951,6.911,5.368675679593611
E2,,GDA1pEZULB,36524.0,move,1.0,3,2.23606797749979,6.855,5.311009687339505
E2,,GDA1pEZULB,36524.0,uncover,1.0,6,5.0990195135927845,8.187,7.718583629587436
E2,,GDA1pEZULB,36524.0,uncover,0.0,0,0.0,8.092,7.604332608917313
E2,,t1iAGzqMIW,75842.0,clear,1.0,4,3.1622776601683795,6.968,5.448266805794488
E2,,t1iAGzqMIW,75842.0,clear,1.0,7,5.0,6.737,5.275667034738544
E2,,t1iAGzqMIW,75842.0,cover,1.0,2,2.0,8.183,7.638183021922374
E2,,t1iAGzqMIW,75842.0,cover,1.0,5,4.123105625617661,8.091,7.55276336877939
E2,,t1iAGzqMIW,75842.0,fill,1.0,2,2.0,6.864,5.354543374217976
E2,,t1iAGzqMIW,75842.0,fill,1.0,5,4.123105625617661,6.818,5.32167303973925
E2,,t1iAGzqMIW,75842.0,move,1.0,4,3.1622776601683795,6.764,5.289693548805895
E2,,t1iAGzqMIW,75842.0,move,1.0,12,11.045361017187261,6.861,5.362580732727886
E2,,t1iAGzqMIW,75842.0,uncover,1.0,2,2.0,8.417,7.869271036546526
E2,,t1iAGzqMIW,75842.0,uncover,1.0,5,4.123105625617661,7.889,7.38137747889506
E2,,yJMin9etyF,68825.0,clear,1.0,8,6.324555320336759,6.777,5.290422750018281
E2,,yJMin9etyF,68825.0,clear,1.0,1,1.0,6.867,5.384183700407257
E2,,yJMin9etyF,68825.0,cover,1.0,2,1.4142135623730951,8.139,7.626449391109798
E2,,yJMin9etyF,68825.0,cover,1.0,2,1.4142135623730951,8.153,7.665354680520717
E2,,yJMin9etyF,68825.0,fill,1.0,3,2.23606797749979,7.014,5.500425979312649
E2,,yJMin9etyF,68825.0,fill,1.0,2,2.0,6.883,5.373623653367617
E2,,yJMin9etyF,68825.0,move,1.0,12,9.486832980505138,6.977,5.4675747255042015
E2,,yJMin9etyF,68825.0,move,1.0,3,2.23606797749979,6.728,5.261599083093801
E2,,yJMin9etyF,68825.0,uncover,1.0,15,15.0,7.847,7.383842445452477
E2,,yJMin9etyF,68825.0,uncover,1.0,2,1.4142135623730951,8.262,7.776445837650853
E2,,hLciOrOndp,43580.0,clear,1.0,2,1.4142135623730951,6.825,5.33507871190323
E2,,hLciOrOndp,43580.0,clear,1.0,6,4.47213595499958,6.789,5.3075282802254025
E2,,hLciOrOndp,43580.0,cover,1.0,2,2.0,7.892,7.43875009524049
E2,,hLciOrOndp,43580.0,cover,1.0,1,1.0,8.012,7.569500017146278
E2,,hLciOrOndp,43580.0,fill,1.0,2,2.0,6.704,5.251816309983698
E2,,hLciOrOndp,43580.0,fill,1.0,3,2.23606797749979,6.965,5.471419632870215
E2,,hLciOrOndp,43580.0,move,1.0,2,2.0,6.871,5.36574888386401
E2,,hLciOrOndp,43580.0,move,1.0,10,8.246211251235321,6.818,5.3325671225593005
E2,,hLciOrOndp,43580.0,uncover,1.0,0,0.0,7.837,7.400613810811507
E2,,hLciOrOndp,43580.0,uncover,1.0,10,9.055385138137417,8.096,7.6531955824944395
E2,,obHY4E9Nm3,55983.0,clear,1.0,7,6.082762530298219,6.817,5.418413815128158
E2,,obHY4E9Nm3,55983.0,clear,1.0,1,1.0,6.67,5.279792459474598
E2,,obHY4E9Nm3,55983.0,cover,1.0,7,7.0,8.337,7.931350240962162
E2,,obHY4E9Nm3,55983.0,cover,1.0,5,5.0,8.155,7.753112865086891
E2,,obHY4E9Nm3,55983.0,fill,1.0,4,3.1622776601683795,6.729,5.333600299179089
E2,,obHY4E9Nm3,55983.0,fill,1.0,5,5.0,6.782,5.383174932155036
E2,,obHY4E9Nm3,55983.0,move,1.0,7,6.082762530298219,6.808,5.39144443611082
E2,,obHY4E9Nm3,55983.0,move,1.0,5,4.123105625617661,6.813,5.424100923799417
E2,,obHY4E9Nm3,55983.0,uncover,1.0,5,5.0,8.072,7.65518315797259
E2,,obHY4E9Nm3,55983.0,uncover,1.0,2,1.4142135623730951,8.302,7.9183618109383875
E2,,cQX5kb09NY,92567.0,clear,1.0,9,7.280109889280518,6.751,5.2871292794953195
E2,,cQX5kb09NY,92567.0,clear,1.0,2,1.4142135623730951,6.81,5.309275562664188
E2,,cQX5kb09NY,92567.0,cover,1.0,7,7.0,8.103,7.777687789501384
E2,,cQX5kb09NY,92567.0,cover,0.0,16,16.0,7.867,7.545886562518046
E2,,cQX5kb09NY,92567.0,fill,1.0,3,3.0,6.948,5.424565542348752
E2,,cQX5kb09NY,92567.0,fill,1.0,2,2.0,6.667,5.19428658092142
E2,,cQX5kb09NY,92567.0,move,0.0,0,0.0,6.473,5.050901693393806
E2,,cQX5kb09NY,92567.0,move,0.0,9,7.280109889280518,6.766,5.281542430766258
E2,,cQX5kb09NY,92567.0,uncover,1.0,3,2.23606797749979,8.141,7.8161925491203545
E2,,cQX5kb09NY,92567.0,uncover,1.0,5,5.0,8.059,7.7236020031186845
E2,,bAXR6LSt9H,16229.0,clear,1.0,6,4.242640687119285,6.896,5.382471378552291
E2,,bAXR6LSt9H,16229.0,clear,1.0,0,0.0,6.898,5.390763546558269
E2,,bAXR6LSt9H,16229.0,cover,1.0,2,1.4142135623730951,8.058,7.695400061087606
E2,,bAXR6LSt9H,16229.0,cover,1.0,2,1.4142135623730951,8.329,7.985089562582093
E2,,bAXR6LSt9H,16229.0,fill,1.0,3,2.23606797749979,6.923,5.403069782763211
E2,,bAXR6LSt9H,16229.0,fill,1.0,2,2.0,6.875,5.358425820528594
E2,,bAXR6LSt9H,16229.0,move,1.0,3,3.0,6.891,5.362412223364358
E2,,bAXR6LSt9H,16229.0,move,1.0,7,7.0,6.846,5.332518546193176
E2,,bAXR6LSt9H,16229.0,uncover,1.0,7,7.0,8.26,7.897564109552602
E2,,bAXR6LSt9H,16229.0,uncover,1.0,2,1.4142135623730951,8.024,7.686828760100471
E2,,bAXR6LSt9H,20340.0,clear,1.0,1,1.0,6.645,5.205959113268053
E2,,bAXR6LSt9H,20340.0,clear,1.0,1,1.0,6.62,5.1699832733175235
E2,,bAXR6LSt9H,20340.0,cover,1.0,3,3.0,8.703,8.24318590157722
E2,,bAXR6LSt9H,20340.0,cover,1.0,0,0.0,8.345,7.907970980063651
E2,,bAXR6LSt9H,20340.0,fill,1.0,3,2.23606797749979,6.527,5.125728589427837
E2,,bAXR6LSt9H,20340.0,fill,1.0,6,5.0990195135927845,6.634,5.194805730935281
E2,,bAXR6LSt9H,20340.0,move,1.0,8,7.0710678118654755,6.716,5.265241824884566
E2,,bAXR6LSt9H,20340.0,move,1.0,3,2.23606797749979,6.455,5.061535601230076
E2,,bAXR6LSt9H,20340.0,uncover,1.0,1,1.0,8.687,8.218106371684014
E2,,bAXR6LSt9H,20340.0,uncover,1.0,2,2.0,8.418,7.98942934744314
E2,,C47edddaDS,49030.0,clear,1.0,2,1.4142135623730951,6.267,4.852662777164538
E2,,C47edddaDS,49030.0,clear,1.0,2,1.4142135623730951,6.17,4.77433880740726
E2,,C47edddaDS,49030.0,cover,0.0,7,7.0,8.017,7.726263697723648
E2,,C47edddaDS,49030.0,cover,1.0,6,6.0,8.129,7.812556378365683
E2,,C47edddaDS,49030.0,fill,1.0,3,2.23606797749979,6.278,4.8600983462376774
E2,,C47edddaDS,49030.0,fill,1.0,2,2.0,6.298,4.8653905505931645
E2,,C47edddaDS,49030.0,move,0.0,0,0.0,6.13,4.750874394273385
E2,,C47edddaDS,49030.0,move,1.0,3,2.23606797749979,6.375,4.941377239516737
E2,,C47edddaDS,49030.0,uncover,0.0,3,3.0,8.188,7.887544416070861
E2,,C47edddaDS,49030.0,uncover,1.0,6,6.0,7.925,7.621717815796468
E2,,OStlH2C3nY,26316.0,clear,1.0,0,0.0,6.675,5.245596592545539
E2,,OStlH2C3nY,26316.0,clear,1.0,6,4.47213595499958,6.599,5.186193962641432
E2,,OStlH2C3nY,26316.0,cover,1.0,4,3.1622776601683795,8.121,7.804896842745896
E2,,OStlH2C3nY,26316.0,cover,1.0,15,15.0,8.387,8.100165155311414
E2,,OStlH2C3nY,26316.0,fill,1.0,3,3.0,6.622,5.20668367808386
E2,,OStlH2C3nY,26316.0,fill,1.0,3,2.23606797749979,6.594,5.1803675797066955
E2,,OStlH2C3nY,26316.0,move,0.0,3,3.0,6.6,5.191154123570271
E2,,OStlH2C3nY,26316.0,move,1.0,3,3.0,6.719,5.284062658104274
E2,,OStlH2C3nY,26316.0,uncover,1.0,4,3.1622776601683795,8.643,8.344736088777188
